Employee Identification;FirstName;LastName;Starting Day at the Company;Last Day at the Company;Company Internal Title;Employee Reports to;ADEmail;Company Department;Active or Inactive?;EmployeeType;PayZone;EmployeeClassificationType;TerminationType;TerminationDescription;DepartmentType;Division;DOB;State;JobFunctionDescription;GenderCode;LocationCode;MaritalDesc;Performance Score;Current Employee Rating;Annual Gross Fixed Salary (USD)
1 722;Ronnie;Dillon;2022-02-22;;Senior BI Developer;John Smith;ronnie.dillon@bilearner.com;PL;Active;Full-Time;Zone B;Full-Time;Unk;;IT/IS;Wireless;1968-01-30;MA;Groundman;Female;26 893;Divorced;Fully Meets;3;79236
1 723;Gideon;Saunders;2020-07-01;2022-06-26;Sales Manager;Nicole Taylor;gideon.saunders@bilearner.com;PYZ;Active;Full-Time;Zone B;Full-Time;Retirement;Say operation national race.;Sales;General - Eng;1969-04-07;MA;Coordinator;Female;34 649;Widowed;Fully Meets;3;63031
1 724;Valerie;Davis;2021-05-13;2021-12-11;CIO;Amanda Shaw MD;valerie.davis@bilearner.com;TNS;Active;Part-Time;Zone C;Part-Time;Retirement;Their because nice party.;IT/IS;Yard (Material Handling);1957-10-20;MA;Coordinator;Female;46 050;Divorced;Fully Meets;3;62680
1 725;Jamarcus;Thomas;2021-05-30;;BI Developer;Nancy Cruz;jamarcus.thomas@bilearner.com;PL;Active;Contract;Zone A;Part-Time;Unk;;IT/IS;Field Ops;1947-09-29;MA;Technician;Male;55 738;Divorced;Fully Meets;3;52861
1 726;Alden;Powers;2019-07-04;;BI Developer;Elizabeth Walker;alden.powers@bilearner.com;NEL;Active;Contract;Zone B;Full-Time;Unk;;IT/IS;Wireline Construction;1981-01-21;MA;Clerk;Male;71 994;Single;Fully Meets;3;54424
1 727;Haylie;Arnold;2019-05-31;2022-05-31;BI Developer;Leslie Tran;haylie.arnold@bilearner.com;MSC;Active;Full-Time;Zone B;Full-Time;Involuntary;Candidate fact event level several onto store.;IT/IS;General - Con;1996-02-16;MA;Foreman;Male;50 024;Widowed;Fully Meets;3;57982
1 728;James;Cockel;2020-03-13;;Production Technician I;Yesenia Woodard;james.cockel@bilearner.com;WBL;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;General - Con;1972-01-11;MA;Foreman;Male;2 452;Divorced;Fully Meets;3;78153
1 729;Donna;Brill;2020-01-06;2020-12-24;Production Technician I;Michelle Henson;donna.brill@bilearner.com;EW;Voluntarily Terminated;Contract;Zone A;Part-Time;Voluntary;Question kitchen gun find four wall heavy.;Production       ;General - Con;1946-12-30;MA;Foreman;Female;1 701;Divorced;Fully Meets;3;69486
1 730;Kristen;Squatrito;2023-04-30;;Production Technician I;Natasha Sullivan;kristen.squatrito@bilearner.com;EW;Active;Full-Time;Zone B;Part-Time;Unk;;Production       ;General - Eng;1976-06-10;MA;Technician;Female;2 359;Divorced;Fully Meets;3;71214
1 731;Erasumus;Monkfish;2021-07-11;2022-02-08;Production Tech II;Mark Smith;erasumus.monkfish@bilearner.com;WBL;Active;Contract;Zone B;Temporary;Retirement;Artist organization great heart.;Production       ;Eng;1947-03-22;MA;Engineer;Male;1 450;Divorced;Fully Meets;3;107461
1 732;May;Roberson;2021-07-02;2021-12-13;Production Tech II;Samantha Hancock;may.roberson@bilearner.com;WBL;Voluntarily Terminated;Contract;Zone B;Temporary;Voluntary;North position film eight. Movement dark turn.;Production       ;Fielders;1961-04-13;MA;Engineer;Female;1 902;Widowed;Fully Meets;3;63588
1 733;Shana;Maurice;2019-10-23;2020-12-03;Production Technician I;Joshua Ward;shana.maurice@bilearner.com;EW;Active;Full-Time;Zone A;Temporary;Resignation;Head where have ground scene.;Production       ;Field Ops;1950-02-15;MA;Laborer;Female;2 330;Married;Fully Meets;3;73973
1 734;Raul;Garcia;2019-01-19;;Production Technician I;Anthony Martinez;raul.garcia@bilearner.com;NEL;Active;Contract;Zone C;Full-Time;Unk;;Production       ;Field Operations;1942-06-22;MA;Driver;Male;1 905;Widowed;Fully Meets;3;63763
1 735;Rachael;Baczenski;2021-01-08;2023-01-14;Production Technician I;Cody Scott;rachael.baczenski@bilearner.com;NEL;Voluntarily Terminated;Full-Time;Zone A;Full-Time;Resignation;Along senior personal nature help crime.;Production       ;Shop (Fleet);1942-04-08;MA;Mechanic;Female;1 902;Divorced;Fully Meets;3;73472
1 736;Enrico;Langton;2019-01-29;2022-07-08;Production Technician I;Jeffrey Thompson;enrico.langton@bilearner.com;TNS;Active;Contract;Zone A;Part-Time;Involuntary;Law difference five away.;Production       ;Field Ops;1955-08-25;MA;Technician;Male;2 048;Married;Fully Meets;3;73760
1 737;Colleen;Zima;2018-10-27;;Production Technician I;Jacqueline Jones;colleen.zima@bilearner.com;TNS;Active;Contract;Zone C;Full-Time;Unk;;Production       ;General - Eng;1983-02-26;MA;Engineer;Female;1 730;Widowed;Fully Meets;3;76144
1 738;Phil;Close;2023-05-30;2023-07-05;Production Tech II;Tami Fuentes;phil.close@bilearner.com;CCDR;Voluntarily Terminated;Contract;Zone A;Part-Time;Involuntary;Rich together bad his agent blue.;Production       ;General - Eng;1983-11-17;MA;Coordinator;Male;2 169;Single;Fully Meets;3;60882
1 739;Hang T;Wolk;2019-07-15;2023-05-01;Production Tech II;Michael Farmer;hang t.wolk@bilearner.com;CCDR;Active;Contract;Zone B;Full-Time;Involuntary;Large relate work treatment Mrs.;Production       ;Aerial;1982-01-11;MA;Laborer;Female;2 302;Married;Fully Meets;3;59733
1 740;Lei-Ming;Nguyen;2020-03-17;2021-08-02;Production Technician I;Madeline Baker;lei-ming.nguyen@bilearner.com;NEL;Active;Contract;Zone B;Part-Time;Voluntary;This win treat they kid simple.;Production       ;General - Con;1963-04-03;MA;Laborer;Female;2 132;Married;Fully Meets;3;74017
1 741;Denisa S;Dobrin;2022-09-16;;Production Technician I;Katherine Costa;denisa s.dobrin@bilearner.com;MSC;Active;Contract;Zone A;Temporary;Unk;;Production       ;General - Eng;1981-01-11;MA;Drafter;Female;2 125;Single;Fully Meets;3;68267
1 742;Maryellen;Jackson;2021-01-04;;Production Technician I;Rebecca Bird;maryellen.jackson@bilearner.com;TNS;Active;Part-Time;Zone B;Part-Time;Unk;;Production       ;Wireline Construction;1971-03-02;MA;Laborer;Female;2 081;Divorced;Fully Meets;3;65273
1 743;David;Gordon;2018-11-30;;Production Technician I;Sarah Mcdonald;david.gordon@bilearner.com;SVG;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Splicing;2001-06-03;MA;Supervisor;Male;2 169;Single;Fully Meets;3;62531
1 744;Mei;Trang;2022-07-24;;Production Technician I;Teresa Murray;mei.trang@bilearner.com;PL;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;Field Operations;1947-05-05;MA;Driller;Female;2 021;Married;Fully Meets;3;68795
1 745;Lindsey;Langford;2022-02-05;;Production Tech II;Erin Castro;lindsey.langford@bilearner.com;EW;Active;Contract;Zone C;Part-Time;Unk;;Production       ;Aerial;1989-09-26;MA;Foreman;Female;2 090;Widowed;Fully Meets;3;65413
1 746;Brad;Pitt;2020-04-23;2022-01-07;Production Technician I;Joshua Gonzalez;brad.pitt@bilearner.com;WBL;Active;Full-Time;Zone A;Full-Time;Voluntary;Them security hit decide.;Production       ;General - Sga;1962-04-06;MA;Vp;Male;2 451;Widowed;Fully Meets;3;79828
1 747;Susan;Good;2023-06-23;2023-07-10;Production Tech II;Mary Blackwell;susan.good@bilearner.com;PL;Leave of Absence;Full-Time;Zone A;Temporary;Resignation;Too former relationship risk.;Production       ;Field Operations;1992-08-02;MA;Splicer;Female;1 886;Divorced;Fully Meets;3;62363
1 748;Ashley;Rose;2022-01-13;2022-07-05;Production Tech I;Benjamin Hamilton;ashley.rose@bilearner.com;PYZ;Active;Part-Time;Zone A;Temporary;Retirement;Listen cover book.;Production       ;Underground;1973-01-09;MA;Laborer;Female;1 886;Widowed;Fully Meets;3;54838
1 749;Kaeden;Gonzales;2020-11-26;;Production Tech I;Kimberly Wilcox;kaeden.gonzales@bilearner.com;PYZ;Active;Contract;Zone B;Temporary;Unk;;Production       ;Field Ops;1964-02-03;MA;Project Manager;Female;70 227;Divorced;Fully Meets;3;65750
1 750;Alissa;Frey;2018-12-07;;Production Technician I;Chase Swanson;alissa.frey@bilearner.com;WBL;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;Field Operations;1977-04-11;MA;Tower Hand;Female;3 204;Widowed;Fully Meets;3;74845
1 751;Presley;Steele;2023-04-19;;Production Tech I;Evan Durham;presley.steele@bilearner.com;NEL;Active;Contract;Zone C;Temporary;Unk;;Production       ;General - Con;2001-05-29;MA;Lineman;Female;81 228;Widowed;Fully Meets;3;72923
1 752;Boston;Avila;2022-03-05;2022-04-08;Production Technician I;Mario Johnson MD;boston.avila@bilearner.com;PL;Active;Part-Time;Zone B;Temporary;Resignation;Person identify music conference.;Production       ;General - Con;1982-11-04;MA;Mechanic;Male;56 894;Single;Fully Meets;3;66430
1 753;Rodolfo;Michael;2019-06-20;2019-10-14;Production Technician I;Kimberly Williams;rodolfo.michael@bilearner.com;BPC;Active;Contract;Zone C;Full-Time;Resignation;Available no skill newspaper herself.;Production       ;Field Operations;1943-03-07;MA;Assistant;Male;42 759;Divorced;Fully Meets;3;57653
1 754;Felix;Fritz;2022-09-13;;Production Technician I;Alejandro Davies;felix.fritz@bilearner.com;CCDR;Active;Part-Time;Zone C;Temporary;Unk;;Production       ;Project Management - Con;1991-11-18;MA;Manager;Male;61 961;Single;Fully Meets;3;70329
1 755;Amira;Mcmillan;2019-01-02;;Production Technician I;Duane Anderson;amira.mcmillan@bilearner.com;SVG;Active;Part-Time;Zone B;Full-Time;Unk;;Production       ;General - Con;1994-10-05;MA;Foreman;Male;45 449;Widowed;Fully Meets;3;76361
1 756;Annabelle;Graham;2022-06-06;;Production Technician I;David Cooper;annabelle.graham@bilearner.com;EW;Active;Part-Time;Zone A;Part-Time;Unk;;Production       ;Splicing;1961-03-25;MA;Operator;Male;32 636;Widowed;Fully Meets;3;77020
1 757;Leia;Mccann;2020-01-09;;Production Technician I;Rebecca Conway;leia.mccann@bilearner.com;MSC;Active;Full-Time;Zone A;Temporary;Unk;;Production       ;Fin & Acc;1985-02-01;MA;Director;Female;74 346;Widowed;Fully Meets;3;69092
1 758;Henry;Gray;2019-01-03;;Production Technician I;Melissa Chavez;henry.gray@bilearner.com;TNS;Active;Part-Time;Zone B;Part-Time;Unk;;Production       ;Splicing;1958-05-22;MA;Administrator;Male;61 791;Single;Fully Meets;3;74170
1 759;Jose;Houston;2021-01-23;2022-10-23;Production Tech I;Patricia Newman;jose.houston@bilearner.com;PYZ;Active;Contract;Zone B;Part-Time;Retirement;Benefit turn that with well may former if.;Production       ;General - Con;1947-12-11;MA;Coordinator;Male;40 003;Married;Fully Meets;3;62647
1 760;Janessa;Mcconnell;2020-02-08;2020-05-04;Production Tech I;Sally Meadows;janessa.mcconnell@bilearner.com;WBL;Active;Part-Time;Zone C;Part-Time;Voluntary;Simply game everyone despite line.;Production       ;General - Con;1993-08-20;MA;Foreman;Male;93 320;Single;Fully Meets;3;77228
1 761;Samson;Ellis;2021-10-29;2022-08-02;Production Tech I;Sara Golden;samson.ellis@bilearner.com;NEL;Voluntarily Terminated;Contract;Zone C;Temporary;Voluntary;Ahead onto current situation speech while.;Production       ;Field Ops;1961-05-16;MA;Technician;Female;97 689;Married;Fully Meets;3;61462
1 762;Lauren;Kent;2023-07-04;2023-07-12;Production Technician I;Roger Reed;lauren.kent@bilearner.com;PL;Voluntarily Terminated;Contract;Zone B;Part-Time;Voluntary;Myself produce sit outside after.;Production       ;Wireless;2001-02-19;MA;Foreman;Female;37 569;Divorced;Fully Meets;3;52755
1 763;Mckenzie;Mack;2023-04-06;;Production Tech I;Debra Boyer;mckenzie.mack@bilearner.com;BPC;Active;Part-Time;Zone B;Full-Time;Unk;;Production       ;Engineers;1950-01-13;MA;Model Assistant;Female;11 574;Widowed;Fully Meets;3;90338
1 764;Donavan;Chavez;2023-01-17;;Production Tech I;Robert Rios;donavan.chavez@bilearner.com;CCDR;Active;Full-Time;Zone A;Temporary;Unk;;Production       ;Eng;1949-01-02;MA;Engineer;Female;18 917;Married;Fully Meets;3;110997
1 765;Haiden;Coffey;2019-10-17;;Production Tech II;Kyle Bell;haiden.coffey@bilearner.com;BPC;Active;Contract;Zone C;Part-Time;Unk;;Production       ;Project Management - Con;1991-09-07;MA;Field Project Manager;Female;5 819;Divorced;Fully Meets;3;71820
1 766;Kasey;Alexander;2019-06-22;2021-05-01;Production Technician I;Michelle Herrera;kasey.alexander@bilearner.com;PYZ;Active;Contract;Zone B;Temporary;Resignation;Reflect important account keep eye accept.;Production       ;Field Operations;1957-07-15;MA;Laborer;Female;75 004;Married;Fully Meets;3;67958
1 767;Kenneth;Peters;2023-02-10;2023-05-01;Production Tech I;Renee Beasley;kenneth.peters@bilearner.com;WBL;Active;Contract;Zone A;Full-Time;Retirement;Maintain material discover discover.;Production       ;General - Con;1995-12-31;MA;Supervisor;Female;39 000;Divorced;Fully Meets;3;62415
1 768;Lucia;Hudson;2022-10-13;2023-05-02;Production Technician I;Scott Graves;lucia.hudson@bilearner.com;NEL;Active;Contract;Zone C;Temporary;Voluntary;Ask station everything race feeling by although.;Production       ;Aerial;1977-02-26;MA;Lineman;Female;73 245;Married;Fully Meets;3;65129
1 769;Rashad;Randall;2023-03-07;2023-04-27;Production Technician I;Bryan Harvey;rashad.randall@bilearner.com;PL;Active;Contract;Zone B;Temporary;Resignation;State voice performance crime.;Production       ;Eng;1974-04-29;MA;Technician;Male;83 360;Widowed;Fully Meets;3;102045
1 770;Hayley;York;2018-09-12;;Production Technician I;John Ramirez;hayley.york@bilearner.com;BPC;Active;Part-Time;Zone A;Full-Time;Unk;;Production       ;General - Sga;1971-03-05;MA;Director;Male;2 072;Single;Fully Meets;3;77940
1 771;Salma;Shepard;2020-06-27;;Production Technician I;David Reid;salma.shepard@bilearner.com;CCDR;Active;Part-Time;Zone C;Part-Time;Unk;;Production       ;Shop (Fleet);1950-08-27;MA;Mechanic;Male;16 902;Widowed;Fully Meets;3;65730
1 772;Hallie;Thornton;2018-12-28;2022-01-28;Production Technician I;Jamie Holloway;hallie.thornton@bilearner.com;SVG;Active;Contract;Zone A;Part-Time;Resignation;Each bring star week kitchen without nature.;Production       ;General - Con;1954-06-28;MA;Laborer;Male;70 792;Widowed;Fully Meets;3;75591
1 773;Tiana;Bishop;2021-01-20;2023-03-08;Production Technician I;Mitchell Woods;tiana.bishop@bilearner.com;EW;Active;Part-Time;Zone B;Temporary;Retirement;Though resource simple health bring.;Production       ;General - Eng;1942-03-22;MA;Administrative;Male;25 699;Married;Fully Meets;3;58768
1 774;Regina;Garcia;2019-09-14;2023-02-06;Production Technician I;Aaron Cochran;regina.garcia@bilearner.com;MSC;Active;Full-Time;Zone B;Part-Time;Involuntary;Wear television particular.;Production       ;Field Operations;1989-09-24;MA;Technician;Female;96 290;Widowed;Fully Meets;3;76684
1 775;Julie;Cochran;2018-10-06;2019-12-12;Production Tech I;Scott Smith;julie.cochran@bilearner.com;TNS;Active;Contract;Zone A;Full-Time;Involuntary;Sing participant involve themselves plan.;Production       ;Eng;1997-05-11;MA;Engineer;Male;23 434;Single;Fully Meets;3;93319
1 776;Yamilet;Pierce;2021-08-03;2022-11-01;Production Technician I;Lucas Rodriguez;yamilet.pierce@bilearner.com;PYZ;Active;Full-Time;Zone C;Temporary;Retirement;Only alone imagine. Loss minute girl.;Production       ;Project Management - Con;1955-03-11;MA;Engineer;Male;49 243;Divorced;Fully Meets;3;76777
1 777;Amare;Hartman;2019-07-05;2021-05-26;Production Technician I;Brian Rogers;amare.hartman@bilearner.com;WBL;Active;Full-Time;Zone B;Temporary;Involuntary;Professor late television spend foreign.;Production       ;Splicing;1962-04-25;MA;Splicer;Female;64 893;Single;Fully Meets;3;74050
1 778;Cannon;Lee;2019-04-25;;Production Technician I;Brandon Mcdonald;cannon.lee@bilearner.com;NEL;Active;Full-Time;Zone B;Full-Time;Unk;;Production       ;General - Con;1949-05-18;MA;Foreman;Female;91 836;Widowed;Fully Meets;3;71578
1 779;Yael;Hodge;2023-07-15;;Production Technician I;Christina Cohen;yael.hodge@bilearner.com;PL;Active;Full-Time;Zone A;Temporary;Unk;;Production       ;Project Management - Con;1961-05-04;MA;Director;Female;85 791;Married;Fully Meets;3;56159
1 780;Colton;Booker;2022-12-10;2023-02-11;Production Tech I;Jason Taylor;colton.booker@bilearner.com;BPC;Active;Contract;Zone C;Temporary;Retirement;Half nice continue serious move lay itself.;Production       ;Field Ops;1993-07-11;MA;Engineer;Female;17 208;Widowed;Fully Meets;3;72707
1 781;Abril;Cunningham;2019-05-02;;Production Tech I;Angela Maxwell;abril.cunningham@bilearner.com;CCDR;Active;Contract;Zone A;Part-Time;Unk;;Production       ;General - Sga;1983-12-11;MA;Supervisor;Female;88 454;Divorced;Fully Meets;3;58771
1 782;Braxton;House;2019-01-13;2023-07-02;Production Technician II;Kenneth Dean;braxton.house@bilearner.com;NEL;Voluntarily Terminated;Contract;Zone A;Temporary;Retirement;Material as already course. See our realize.;Production       ;Field Operations;1950-10-08;MA;Groundman;Female;69 805;Married;Fully Meets;3;70406
1 783;Destiney;Pearson;2021-06-09;;Production Tech I;Julie Smith;destiney.pearson@bilearner.com;PYZ;Active;Part-Time;Zone C;Part-Time;Unk;;Production       ;General - Con;1981-12-07;MA;Laborer;Female;27 170;Widowed;Fully Meets;3;69546
1 784;Trystan;Ramos;2023-08-02;2023-08-02;Production Tech I;Mr. John Thomas;trystan.ramos@bilearner.com;WBL;Active;Part-Time;Zone A;Temporary;Retirement;Need challenge education bank upon reach fall.;Production       ;General - Con;1971-03-30;MA;Technician;Female;14 325;Divorced;Fully Meets;3;61084
1 785;Miley;Gutierrez;2023-06-17;;Production Technician I;Michael Mcgee PhD;miley.gutierrez@bilearner.com;NEL;Active;Full-Time;Zone C;Full-Time;Unk;;Production       ;Technology / It;1950-01-17;MA;Director;Female;39 152;Widowed;Fully Meets;3;247629
1 786;Tara;Hoover;2022-03-31;2022-06-14;Production Tech I;Daniel Banks;tara.hoover@bilearner.com;PL;Active;Full-Time;Zone A;Temporary;Resignation;Treatment itself various campaign.;Production       ;Field Operations;1979-11-10;MA;Laborer;Male;67 173;Widowed;Fully Meets;3;53448
1 787;Layla;Gutierrez;2019-04-06;2020-08-15;Production Tech I;Edward Peterson;layla.gutierrez@bilearner.com;BPC;Active;Contract;Zone B;Temporary;Voluntary;Perform question beyond article.;Production       ;Engineers;1956-07-10;MA;Engineer;Male;76 007;Divorced;Fully Meets;3;94291
1 788;Jakayla;Hall;2020-07-11;;Production Tech I;Reginald Hernandez;jakayla.hall@bilearner.com;CCDR;Active;Contract;Zone C;Full-Time;Unk;;Production       ;Field Operations;1976-02-08;MA;Engineer;Male;50 833;Divorced;Fully Meets;3;75155
1 789;Jayson;Ferguson;2023-04-22;;Production Tech I;Danielle Smith;jayson.ferguson@bilearner.com;SVG;Active;Contract;Zone C;Part-Time;Unk;;Production       ;Eng;1963-02-17;MA;Engineer;Male;54 218;Widowed;Fully Meets;3;90527
1 790;Nick;Daniels;2022-12-02;2023-04-08;Production Tech I;Sara Smith;nick.daniels@bilearner.com;EW;Active;Part-Time;Zone B;Part-Time;Resignation;Marriage almost cold sort public major cut.;Production       ;Aerial;1956-03-09;MA;Lineman;Female;54 589;Divorced;Fully Meets;3;52445
1 791;Marvin;Abbott;2021-03-06;2023-04-26;Production Technician I;Becky Cardenas;marvin.abbott@bilearner.com;MSC;Active;Contract;Zone A;Temporary;Resignation;Year prove but moment house defense.;Production       ;WIRELINE CONSTRUCTION;1981-08-02;MA;Clerk;Female;9 310;Divorced;Fully Meets;3;54933
1 792;Sawyer;Oliver;2019-05-21;;Production Technician I;Brittany Olson;sawyer.oliver@bilearner.com;TNS;Active;Full-Time;Zone C;Temporary;Unk;;Production       ;Project Management - Eng;1950-04-02;MA;Planner;Male;6 449;Divorced;Fully Meets;3;75447
1 793;Linda;Barajas;2018-10-23;2022-12-02;Production Technician I;Victor Blair;linda.barajas@bilearner.com;BPC;Active;Full-Time;Zone B;Temporary;Resignation;Fight cup mean money easy stock stock strategy.;Production       ;Executive;1945-05-22;MA;Director;Female;77 756;Single;Fully Meets;3;204311
1 794;Chance;Blackwell;2021-05-26;;Production Technician I;James Ashley;chance.blackwell@bilearner.com;CCDR;Active;Contract;Zone A;Temporary;Unk;;Production       ;General - Sga;1963-08-13;MA;Administrator;Female;95 802;Widowed;Fully Meets;3;73210
1 795;Antonio;Mccoy;2019-12-01;2020-06-08;Production Technician I;Shawn Howard;antonio.mccoy@bilearner.com;EW;Voluntarily Terminated;Full-Time;Zone B;Part-Time;Involuntary;Soon voice play will Mr card physical.;Production       ;Yard (Material Handling);1960-04-04;MA;Manager;Female;71 561;Widowed;Fully Meets;3;79757
1 796;Emmett;Mercado;2021-06-07;2022-12-13;Production Tech I;Pamela Cruz;emmett.mercado@bilearner.com;MSC;Voluntarily Terminated;Contract;Zone A;Full-Time;Involuntary;Eight age article law stop quickly.;Production       ;Wireless;1976-06-26;MA;Driver;Female;9 967;Divorced;Fully Meets;3;60738
1 797;Clara;Wheeler;2020-10-13;2022-11-09;Production Tech I;Jennifer Harrington;clara.wheeler@bilearner.com;NEL;Active;Full-Time;Zone A;Full-Time;Voluntary;Us do by over. Source today then between.;Production       ;General - Con;1987-09-18;MA;Laborer;Female;63 255;Widowed;Fully Meets;3;67282
1 798;Kieran;Morse;2022-10-30;;Production Technician II;Kathryn Avila;kieran.morse@bilearner.com;PL;Active;Part-Time;Zone A;Full-Time;Unk;;Production       ;Splicing;1985-12-07;MA;Splicer;Female;34 441;Widowed;Fully Meets;3;61500
1 799;Aliyah;Schmitt;2022-09-04;2023-05-30;Production Tech II;Alexandra Clark;aliyah.schmitt@bilearner.com;BPC;Voluntarily Terminated;Part-Time;Zone C;Temporary;Involuntary;Better one ball computer.;Production       ;Field Operations;1989-02-19;MA;Technician;Male;12 152;Married;Fully Meets;3;60707
1 800;Kyan;Morrison;2019-10-18;2021-04-19;Production Technician I;Bethany Wilkerson;kyan.morrison@bilearner.com;TNS;Active;Part-Time;Zone C;Full-Time;Resignation;Own while top huge.;Production       ;WIRELINE CONSTRUCTION;1976-04-05;MA;Lineman;Female;57 065;Divorced;Fully Meets;3;72816
1 801;Rayan;Stephenson;2021-07-25;2023-01-23;Production Tech I;Brian Archer;rayan.stephenson@bilearner.com;PYZ;Active;Full-Time;Zone C;Temporary;Involuntary;Figure third where boy.;Production       ;General - Con;1989-08-06;MA;Technician;Female;17 441;Married;Fully Meets;3;59837
1 802;Gael;Jacobs;2020-03-31;;Production Tech I;Kathleen Moon;gael.jacobs@bilearner.com;WBL;Active;Part-Time;Zone B;Temporary;Unk;;Production       ;Field Operations;1982-08-13;MA;Driller;Female;1 741;Divorced;Fully Meets;3;67565
1 803;Stephany;Neal;2019-11-11;2023-08-02;Production Tech I;William Cooper;stephany.neal@bilearner.com;NEL;Active;Full-Time;Zone C;Full-Time;Resignation;While win have company will identify certainly.;Production       ;General - Eng;1982-05-11;MA;Billing;Female;69 859;Divorced;Fully Meets;3;69788
1 804;Trevon;Deleon;2021-12-05;2022-03-02;Production Technician I;Rebecca Pearson;trevon.deleon@bilearner.com;PL;Active;Part-Time;Zone A;Temporary;Voluntary;Whom book science field follow treatment kind.;Production       ;Field Operations;1957-07-20;MA;Laborer;Male;94 462;Widowed;Fully Meets;3;78322
1 805;Phoenix;Pitts;2018-12-17;2022-09-03;Production Technician I;Patricia Perry;phoenix.pitts@bilearner.com;BPC;Active;Contract;Zone A;Temporary;Voluntary;Air for charge until want drug seek.;Production       ;Aerial;1969-02-03;MA;Laborer;Male;50 864;Divorced;Fully Meets;3;60757
1 806;Nola;Gillespie;2022-03-06;;Production Technician I;Angela Reese;nola.gillespie@bilearner.com;CCDR;Active;Part-Time;Zone A;Full-Time;Unk;;Production       ;General - Con;1951-06-25;MA;Laborer;Male;8 972;Single;Fully Meets;3;63040
1 807;Jeramiah;Schwartz;2019-09-04;;Production Technician I;Christina Hayden;jeramiah.schwartz@bilearner.com;SVG;Active;Contract;Zone C;Full-Time;Unk;;Production       ;Yard (Material Handling);1979-11-13;MA;Lineman;Female;94 163;Widowed;Fully Meets;3;70199
1 808;Aaden;Mercer;2023-07-26;;Production Technician I;Victoria Jacobs;aaden.mercer@bilearner.com;EW;Active;Part-Time;Zone A;Part-Time;Unk;;Production       ;Splicing;1983-09-25;MA;Coordinator;Female;37 289;Married;Fully Meets;3;76380
1 809;Nathalia;Good;2022-12-19;2023-05-19;Production Technician I;John Jordan;nathalia.good@bilearner.com;MSC;Active;Contract;Zone C;Part-Time;Involuntary;Simply national production language.;Production       ;Yard (Material Handling);1966-11-24;MA;Supervisor;Female;21 417;Divorced;Fully Meets;3;71705
1 810;Zaria;Benton;2021-08-17;;Production Technician I;Stephen Richardson;zaria.benton@bilearner.com;TNS;Active;Full-Time;Zone A;Part-Time;Unk;;Production       ;General - Con;1994-11-30;MA;Engineer;Male;22 860;Divorced;Fully Meets;3;64839
1 811;Miley;Ortega;2022-06-11;;Production Technician I;Catherine Baker;miley.ortega@bilearner.com;PYZ;Active;Contract;Zone A;Full-Time;Unk;;Production       ;Technology / It;1977-12-11;MA;Project Manager;Female;50 910;Divorced;Fully Meets;3;1451066
1 812;Julia;Farmer;2021-10-01;2023-06-18;Production Technician I;William Hall III;julia.farmer@bilearner.com;WBL;Voluntarily Terminated;Contract;Zone A;Full-Time;Involuntary;Build very significant imagine cell doctor.;Production       ;General - Con;1978-04-29;MA;Manager;Female;78 363;Widowed;Fully Meets;3;74647
1 813;Valentin;Lam;2020-08-04;;Production Technician I;James Meyer;valentin.lam@bilearner.com;NEL;Active;Contract;Zone C;Temporary;Unk;;Production       ;Aerial;1980-01-12;MA;Lineman;Female;61 521;Divorced;Fully Meets;3;59282
1 814;Darnell;Ritter;2022-02-11;;Production Technician I;Daniel Thomas;darnell.ritter@bilearner.com;PL;Active;Full-Time;Zone A;Part-Time;Unk;;Production       ;WIRELINE CONSTRUCTION;1980-03-08;MA;Laborer;Female;43 420;Widowed;Fully Meets;3;75943
1 815;Kierra;Lozano;2020-06-22;;Production Tech I;Christopher Davis;kierra.lozano@bilearner.com;BPC;Active;Contract;Zone A;Part-Time;Unk;;Production       ;Project Management - Con;1961-05-13;MA;Manager;Female;44 224;Married;Fully Meets;3;60507
1 816;Jamari;Dunn;2020-08-28;;Production Technician II;Ronald Castro;jamari.dunn@bilearner.com;NEL;Active;Contract;Zone A;Temporary;Unk;;Production       ;General - Con;1951-05-10;MA;Supervisor;Female;83 618;Single;Fully Meets;3;72278
1 817;Zoey;Page;2019-05-06;2022-04-09;Production Technician II;William Newman;zoey.page@bilearner.com;PL;Active;Contract;Zone A;Temporary;Resignation;Condition ability least usually.;Production       ;Aerial;1987-01-07;MA;Lineman;Female;41 874;Divorced;Fully Meets;3;58522
1 818;Kendra;Velez;2021-07-08;;Production Technician II;Kenneth Miller;kendra.velez@bilearner.com;BPC;Active;Contract;Zone C;Part-Time;Unk;;Production       ;Yard (Material Handling);1956-01-07;MA;Laborer;Male;32 718;Widowed;Fully Meets;3;66628
1 819;Alison;Fuller;2022-07-02;;Production Technician I;Deborah Blackwell;alison.fuller@bilearner.com;WBL;Active;Full-Time;Zone B;Temporary;Unk;;Production       ;General - Con;1948-10-24;MA;Technician;Female;24 932;Single;Fully Meets;3;66025
1 820;Toby;Cooley;2023-05-04;;Production Technician I;Kenneth Elliott;toby.cooley@bilearner.com;PYZ;Active;Full-Time;Zone C;Part-Time;Unk;;Production       ;Shop (Fleet);1980-02-01;MA;Shop;Female;74 525;Divorced;Fully Meets;3;74409
